seqname	feature	start	end	gene_name
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13358463	13358619	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13359087	13359222	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13251016	13251187	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13359087	13359222	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355374	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297706	13297848	UTY
chrY	CDS	13260277	13260404	UTY
chrY	CDS	13249858	13249882	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13306185	13306250	UTY
chrY	CDS	13306037	13306112	UTY
chrY	CDS	13305398	13305547	UTY
chrY	CDS	13302876	13302991	UTY
chrY	CDS	13298956	13299144	UTY
chrY	CDS	13297705	13297848	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396917	13396972	UTY
chrY	CDS	13393858	13393893	UTY
chrY	CDS	13369255	13369349	UTY
chrY	CDS	13366266	13366393	UTY
chrY	CDS	13360429	13360528	UTY
chrY	CDS	13359766	13359986	UTY
chrY	CDS	13357876	13357969	UTY
chrY	CDS	13355922	13356018	UTY
chrY	CDS	13355002	13355398	UTY
chrY	CDS	13335562	13336335	UTY
chrY	CDS	13326220	13326350	UTY
chrY	CDS	13324600	13324706	UTY
chrY	CDS	13323554	13323760	UTY
chrY	CDS	13323116	13323368	UTY
chrY	CDS	13479513	13479665	UTY
chrY	CDS	13479253	13479317	UTY
chrY	CDS	13470120	13470229	UTY
chrY	CDS	13449016	13449066	UTY
chrY	CDS	13414734	13414793	UTY
chrY	CDS	13410992	13411113	UTY
chrY	CDS	13396906	13396972	UTY
chrY	CDS	19744384	19744534	KDM5D
chrY	CDS	19743161	19743239	KDM5D
chrY	CDS	19741734	19741857	KDM5D
chrY	CDS	19741317	19741488	KDM5D
chrY	CDS	19739527	19739662	KDM5D
chrY	CDS	19735620	19735750	KDM5D
chrY	CDS	19735351	19735497	KDM5D
chrY	CDS	19732583	19732742	KDM5D
chrY	CDS	19732045	19732165	KDM5D
chrY	CDS	19731771	19731930	KDM5D
chrY	CDS	19721129	19721311	KDM5D
chrY	CDS	19720871	19721034	KDM5D
chrY	CDS	19716595	19716715	KDM5D
chrY	CDS	19716278	19716473	KDM5D
chrY	CDS	19715822	19716004	KDM5D
chrY	CDS	19715614	19715739	KDM5D
chrY	CDS	19715351	19715499	KDM5D
chrY	CDS	19710375	19710472	KDM5D
chrY	CDS	19709450	19709809	KDM5D
chrY	CDS	19708874	19709013	KDM5D
chrY	CDS	19708243	19708423	KDM5D
chrY	CDS	19707933	19708071	KDM5D
chrY	CDS	19707146	19707746	KDM5D
chrY	CDS	19706793	19706863	KDM5D
chrY	CDS	19706440	19706640	KDM5D
chrY	CDS	19705997	19706345	KDM5D
chrY	CDS	19744384	19744534	KDM5D
chrY	CDS	19743161	19743239	KDM5D
chrY	CDS	19741734	19741857	KDM5D
chrY	CDS	19741317	19741488	KDM5D
chrY	CDS	19739527	19739662	KDM5D
chrY	CDS	19735620	19735750	KDM5D
chrY	CDS	19735351	19735497	KDM5D
chrY	CDS	19732583	19732742	KDM5D
chrY	CDS	19732045	19732165	KDM5D
chrY	CDS	19731771	19731930	KDM5D
chrY	CDS	19723340	19723433	KDM5D
chrY	CDS	19721129	19721311	KDM5D
chrY	CDS	19720871	19721034	KDM5D
chrY	CDS	19716595	19716715	KDM5D
chrY	CDS	19716278	19716473	KDM5D
chrY	CDS	19715822	19716004	KDM5D
chrY	CDS	19715614	19715739	KDM5D
chrY	CDS	19715351	19715499	KDM5D
chrY	CDS	19710375	19710472	KDM5D
chrY	CDS	19709450	19709809	KDM5D
chrY	CDS	19708874	19709013	KDM5D
chrY	CDS	19708243	19708423	KDM5D
chrY	CDS	19707933	19708071	KDM5D
chrY	CDS	19707146	19707746	KDM5D
chrY	CDS	19706793	19706863	KDM5D
chrY	CDS	19706440	19706640	KDM5D
chrY	CDS	19705997	19706345	KDM5D
chrY	CDS	19744384	19744534	KDM5D
chrY	CDS	19743161	19743239	KDM5D
chrY	CDS	19741734	19741857	KDM5D
chrY	CDS	19739527	19739662	KDM5D
chrY	CDS	19735620	19735750	KDM5D
chrY	CDS	19735351	19735497	KDM5D
chrY	CDS	19732583	19732742	KDM5D
chrY	CDS	19732045	19732165	KDM5D
chrY	CDS	19731771	19731930	KDM5D
chrY	CDS	19721129	19721311	KDM5D
chrY	CDS	19720871	19721034	KDM5D
chrY	CDS	19716595	19716715	KDM5D
chrY	CDS	19716278	19716473	KDM5D
chrY	CDS	19715822	19716004	KDM5D
chrY	CDS	19715614	19715739	KDM5D
chrY	CDS	19715351	19715499	KDM5D
chrY	CDS	19710375	19710472	KDM5D
chrY	CDS	19709450	19709809	KDM5D
chrY	CDS	19708874	19709013	KDM5D
chrY	CDS	19708243	19708423	KDM5D
chrY	CDS	19707933	19708071	KDM5D
chrY	CDS	19707146	19707746	KDM5D
chrY	CDS	19706793	19706863	KDM5D
chrY	CDS	19706440	19706640	KDM5D
chrY	CDS	19705997	19706345	KDM5D
chrY	CDS	19744384	19744534	KDM5D
chrY	CDS	19743161	19743239	KDM5D
chrY	CDS	19741317	19741488	KDM5D
chrY	CDS	19739527	19739662	KDM5D
chrY	CDS	19735620	19735750	KDM5D
chrY	CDS	19735351	19735497	KDM5D
chrY	CDS	19732583	19732742	KDM5D
chrY	CDS	19732045	19732165	KDM5D
chrY	CDS	19731771	19731930	KDM5D
chrY	CDS	19721129	19721311	KDM5D
chrY	CDS	19720871	19721034	KDM5D
chrY	CDS	19716595	19716715	KDM5D
chrY	CDS	19716278	19716473	KDM5D
chrY	CDS	19715822	19716004	KDM5D
chrY	CDS	19715614	19715739	KDM5D
chrY	CDS	19715351	19715499	KDM5D
chrY	CDS	19710375	19710472	KDM5D
chrY	CDS	19709450	19709809	KDM5D
chrY	CDS	19708874	19709013	KDM5D
chrY	CDS	19708243	19708423	KDM5D
chrY	CDS	19707933	19708071	KDM5D
chrY	CDS	19707146	19707746	KDM5D
chrY	CDS	19706793	19706863	KDM5D
chrY	CDS	19706440	19706640	KDM5D
chrY	CDS	19706062	19706345	KDM5D
chrY	CDS	19708874	19708949	KDM5D
chrY	CDS	19708321	19708423	KDM5D
chrY	CDS	19707933	19708071	KDM5D
chrY	CDS	19707181	19707746	KDM5D
chrY	CDS	19744384	19744534	KDM5D
chrY	CDS	19743161	19743239	KDM5D
chrY	CDS	19741734	19741857	KDM5D
chrY	CDS	19741317	19741488	KDM5D
chrY	CDS	19735620	19735750	KDM5D
chrY	CDS	19735351	19735497	KDM5D
chrY	CDS	19732583	19732742	KDM5D
chrY	CDS	19732045	19732165	KDM5D
chrY	CDS	19731771	19731930	KDM5D
chrY	CDS	19721271	19721311	KDM5D
chrX	intron	20128411	20130415	EIF1AX
chrX	intron	20130707	20132081	EIF1AX
chrX	intron	20132363	20133856	EIF1AX
chrX	intron	20134107	20135637	EIF1AX
chrX	intron	20128411	20130415	EIF1AX
chrX	intron	20130707	20132081	EIF1AX
chrX	intron	20132363	20133856	EIF1AX
chrX	intron	20134107	20135637	EIF1AX
chrX	intron	20135941	20138438	EIF1AX
chrX	intron	20138722	20141524	EIF1AX
chrY	intron	20575987	20579507	EIF1AY
chrY	intron	20579791	20582489	EIF1AY
chrY	intron	20582793	20584373	EIF1AY
chrY	intron	20584624	20587923	EIF1AY
chrY	intron	20588205	20589383	EIF1AY
chrY	intron	20589675	20592240	EIF1AY
chrY	intron	20575987	20579507	EIF1AY
chrY	intron	20579791	20582489	EIF1AY
chrY	intron	20588205	20589383	EIF1AY
chrY	intron	20589675	20592240	EIF1AY
chrY	intron	19706963	19707046	KDM5D
chrY	intron	19708523	19708774	KDM5D
chrY	intron	19709113	19709350	KDM5D
chrY	intron	19709909	19710275	KDM5D
chrY	intron	19710572	19715251	KDM5D
chrY	intron	19716104	19716178	KDM5D
chrY	intron	19716815	19720771	KDM5D
chrY	intron	19732265	19732483	KDM5D
chrY	intron	19732842	19735251	KDM5D
chrY	intron	19735850	19739427	KDM5D
chrY	intron	19739762	19741217	KDM5D
chrY	intron	19741588	19741634	KDM5D
chrY	intron	19741957	19743061	KDM5D
chrY	intron	19743339	19744284	KDM5D
chrY	intron	19706963	19707046	KDM5D
chrY	intron	19708523	19708774	KDM5D
chrY	intron	19709113	19709350	KDM5D
chrY	intron	19709909	19710275	KDM5D
chrY	intron	19710572	19715251	KDM5D
chrY	intron	19716104	19716178	KDM5D
chrY	intron	19716815	19720771	KDM5D
chrY	intron	19732265	19732483	KDM5D
chrY	intron	19732842	19735251	KDM5D
chrY	intron	19735850	19739427	KDM5D
chrY	intron	19741957	19743061	KDM5D
chrY	intron	19743339	19744284	KDM5D
chrY	intron	19708171	19708221	KDM5D
chrY	intron	19708523	19708774	KDM5D
chrY	intron	19706963	19707046	KDM5D
chrY	intron	19708523	19708774	KDM5D
chrY	intron	19709113	19709350	KDM5D
chrY	intron	19709909	19710275	KDM5D
chrY	intron	19710572	19715251	KDM5D
chrY	intron	19716104	19716178	KDM5D
chrY	intron	19716815	19720771	KDM5D
chrY	intron	19732265	19732483	KDM5D
chrY	intron	19732842	19735251	KDM5D
chrY	intron	19735850	19739427	KDM5D
chrY	intron	19739762	19741217	KDM5D
chrY	intron	19743339	19744284	KDM5D
chrY	intron	19732265	19732483	KDM5D
chrY	intron	19732842	19735251	KDM5D
chrY	intron	19741588	19741634	KDM5D
chrY	intron	19741957	19743061	KDM5D
chrY	intron	19743339	19744284	KDM5D
chrY	intron	19706963	19707046	KDM5D
chrY	intron	19708523	19708774	KDM5D
chrY	intron	19709113	19709350	KDM5D
chrY	intron	19709909	19710275	KDM5D
chrY	intron	19710572	19715251	KDM5D
chrY	intron	19716104	19716178	KDM5D
chrY	intron	19716815	19720771	KDM5D
chrY	intron	19721411	19723240	KDM5D
chrY	intron	19723533	19731671	KDM5D
chrY	intron	19732265	19732483	KDM5D
chrY	intron	19732842	19735251	KDM5D
chrY	intron	19735850	19739427	KDM5D
chrY	intron	19739762	19741217	KDM5D
chrY	intron	19741588	19741634	KDM5D
chrY	intron	19741957	19743061	KDM5D
chrY	intron	19743339	19744284	KDM5D
chrX	intron	53221893	53224639	KDM5C
chrX	intron	53193951	53194038	KDM5C
chrX	intron	53195510	53195815	KDM5C
chrX	intron	53196154	53196585	KDM5C
chrX	intron	53197144	53197670	KDM5C
chrX	intron	53197976	53198389	KDM5C
chrX	intron	53199258	53201449	KDM5C
chrX	intron	53202073	53210313	KDM5C
chrX	intron	53210957	53211396	KDM5C
chrX	intron	53212006	53214588	KDM5C
chrX	intron	53214947	53215694	KDM5C
chrX	intron	53216297	53217042	KDM5C
chrX	intron	53217377	53217695	KDM5C
chrX	intron	53218066	53218175	KDM5C
chrX	intron	53193951	53194038	KDM5C
chrX	intron	53195510	53195815	KDM5C
chrX	intron	53196154	53196585	KDM5C
chrX	intron	53197144	53197670	KDM5C
chrX	intron	53197976	53198389	KDM5C
chrX	intron	53199258	53201449	KDM5C
chrX	intron	53202073	53210313	KDM5C
chrX	intron	53210957	53211396	KDM5C
chrX	intron	53212006	53214588	KDM5C
chrX	intron	53214947	53215694	KDM5C
chrX	intron	53216297	53217042	KDM5C
chrX	intron	53217377	53217695	KDM5C
chrX	intron	53193951	53194038	KDM5C
chrX	intron	53195510	53195815	KDM5C
chrX	intron	53196154	53196585	KDM5C
chrX	intron	53197144	53197670	KDM5C
chrX	intron	53197976	53198389	KDM5C
chrX	intron	53199258	53201449	KDM5C
chrX	intron	53202073	53210313	KDM5C
chrX	intron	53210957	53211396	KDM5C
chrX	intron	53212006	53214588	KDM5C
chrX	intron	53214947	53215694	KDM5C
chrX	intron	53216297	53217042	KDM5C
chrX	intron	53217377	53217695	KDM5C
chrX	intron	53218066	53218175	KDM5C
chrX	intron	53193951	53194038	KDM5C
chrX	intron	53195510	53195815	KDM5C
chrX	intron	53196154	53196585	KDM5C
chrX	intron	53197144	53197670	KDM5C
chrX	intron	53197976	53198389	KDM5C
chrX	intron	53199258	53201449	KDM5C
chrX	intron	53202073	53210313	KDM5C
chrX	intron	53210957	53211396	KDM5C
chrX	intron	53212006	53214588	KDM5C
chrX	intron	53214947	53215694	KDM5C
chrX	intron	53216297	53217042	KDM5C
chrX	intron	53217374	53217695	KDM5C
chrX	intron	53218066	53218175	KDM5C
chrX	intron	53218812	53220738	KDM5C
chrX	intron	53221830	53224639	KDM5C
chrX	intron	53193951	53194038	KDM5C
chrX	intron	53195510	53195815	KDM5C
chrX	intron	53196154	53196585	KDM5C
chrX	intron	53197144	53197670	KDM5C
chrX	intron	53197976	53198389	KDM5C
chrX	intron	53199258	53201449	KDM5C
chrX	intron	53202073	53210313	KDM5C
chrX	intron	53210957	53211396	KDM5C
chrX	intron	53212006	53214588	KDM5C
chrX	intron	53214947	53215694	KDM5C
chrX	intron	53216297	53217042	KDM5C
chrX	intron	53217377	53217695	KDM5C
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13359322	13359666	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13359322	13359666	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13336435	13354685	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13358069	13358363	UTY
chrY	intron	13358653	13358987	UTY
chrY	intron	13359322	13359666	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13358069	13358363	UTY
chrY	intron	13358719	13358987	UTY
chrY	intron	13359322	13359666	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13359322	13359666	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13358069	13358363	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrY	intron	13249982	13250916	UTY
chrY	intron	13251287	13260177	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13260504	13297606	UTY
chrY	intron	13297948	13298856	UTY
chrY	intron	13299244	13302776	UTY
chrY	intron	13303091	13305298	UTY
chrY	intron	13305647	13305937	UTY
chrY	intron	13323860	13324500	UTY
chrY	intron	13324806	13326120	UTY
chrY	intron	13326450	13335462	UTY
chrY	intron	13355498	13355822	UTY
chrY	intron	13356118	13357776	UTY
chrY	intron	13359322	13359666	UTY
chrY	intron	13360086	13360329	UTY
chrY	intron	13360628	13366166	UTY
chrY	intron	13366493	13369155	UTY
chrY	intron	13369449	13393758	UTY
chrY	intron	13393993	13396817	UTY
chrY	intron	13397072	13410892	UTY
chrY	intron	13411213	13414634	UTY
chrY	intron	13414893	13448916	UTY
chrY	intron	13449166	13470020	UTY
chrY	intron	13470329	13479153	UTY
chrX	intron	44873812	44873823	KDM6A
chrX	intron	44874087	44961183	KDM6A
chrX	intron	44961492	44974565	KDM6A
chrX	intron	44974815	45010860	KDM6A
chrX	intron	45011119	45020509	KDM6A
chrX	intron	45020830	45034830	KDM6A
chrX	intron	45035085	45037554	KDM6A
