Gene	Sample	Skewed_XCI	Skewing_coeff	Num_snps	AR_raw	AR_adj
SLC6A8	7225B_XX	FALSE	0.77	1	0.684210526	0.484536082
EDA2R	7225B_XX	FALSE	0.77	1	0.302325581	0.003984064
ABCB7	7225B_XX	FALSE	0.77	1	0.263537906	0
VAMP7	7225B_XX	FALSE	0.77	1	0.237113402	0
AMMECR1	7225B_XX	FALSE	0.77	1	0.413793103	0.131323454
PRKX	7225B_XX	FALSE	0.77	3	0.687688734	0.489547009
RRAGB	7225B_XX	FALSE	0.77	1	0.315068493	0.018067557
SLC10A3	7225B_XX	FALSE	0.77	1	0.078431373	0
CHST7	7225B_XX	FALSE	0.77	1	0.25	0
SNX12	7225B_XX	FALSE	0.77	1	0.290849673	0
TMEM164	7225B_XX	FALSE	0.77	1	0.351351351	0.058823529
TAB3	7225B_XX	FALSE	0.77	2	0.297619048	0
PLS3	7225B_XX	FALSE	0.77	1	0.379310345	0.090909091
HDX	7225B_XX	FALSE	0.77	1	0.307692308	0.00990099
FAM199X	7225B_XX	FALSE	0.77	2	0.466666667	0.195171026
MECP2	7225B_XX	FALSE	0.77	2	0.201515152	0
ZFX	7225B_XX	FALSE	0.77	6	0.756850194	0.591978809
ELF4	7225B_XX	FALSE	0.77	2	0.351374778	0.058850163
BTK	7225B_XX	FALSE	0.77	2	0.374119988	0.084907064
HCFC1	7225B_XX	FALSE	0.77	5	0.272808838	0
MSL3	7225B_XX	FALSE	0.77	5	0.639649123	0.421476896
ZNF41	7225B_XX	FALSE	0.77	4	0.286082396	0
AKAP17A	7225B_XX	FALSE	0.77	2	0.908007823	0.836067303
TSC22D3	7225B_XX	FALSE	0.77	1	0.270886076	0
MAP7D3	7225B_XX	FALSE	0.77	5	0.222884559	0
RPS4X	7225B_XX	FALSE	0.77	1	0.742909535	0.570894266
SLC25A5	7225B_XX	FALSE	0.77	2	0.274882498	0
USP9X	7225B_XX	FALSE	0.77	1	0.268421053	0
MED14	7225B_XX	FALSE	0.77	1	0.37254902	0.083094556
HMGB3	7225B_XX	FALSE	0.77	1	0.256756757	0
GTPBP6	7225B_XX	FALSE	0.77	3	0.860428665	0.756037421
MAGED1	7225B_XX	FALSE	0.77	2	0.564285714	0.3194243
ATP11C	7225B_XX	FALSE	0.77	1	0.35483871	0.062792877
CXorf38	7225B_XX	FALSE	0.77	1	0.281553398	0
SLC9A7	7225B_XX	FALSE	0.77	6	0.341340537	0.047480273
RBBP7	7225B_XX	FALSE	0.77	6	0.576355142	0.335394741
IL3RA	7225B_XX	FALSE	0.77	1	0.5	0.236641221
PHF6	7225B_XX	FALSE	0.77	1	0.373626374	0.084337349
RLIM	7225B_XX	FALSE	0.77	2	0.279768177	0
GEMIN8	7225B_XX	FALSE	0.77	1	0.4	0.115044248
PIGA	7225B_XX	FALSE	0.77	3	0.428571429	0.14893617
MED12	7225B_XX	FALSE	0.77	1	0.305555556	0.007542676
ERCC6L	7225B_XX	FALSE	0.77	2	0.211442786	0
ACOT9	7225B_XX	FALSE	0.77	5	0.375468988	0.086465006
GNL3L	7225B_XX	FALSE	0.77	1	0.333333333	0.038461538
PHF8	7225B_XX	FALSE	0.77	2	0.32	0.023549684
WASH6P	7225B_XX	FALSE	0.77	1	0.810344828	0.675036928
GSPT2	7225B_XX	FALSE	0.77	1	0.36	0.068684517
IDS	7225B_XX	FALSE	0.77	5	0.277022476	0
ARMCX3	7225B_XX	FALSE	0.77	1	0.34375	0.050203528
ATP7A	7225B_XX	FALSE	0.77	2	0.514705882	0.255247123
TAF9B	7225B_XX	FALSE	0.77	1	0.208333333	0
MAGEH1	7225B_XX	FALSE	0.77	1	0.391666667	0.10528251
RPL10	7225B_XX	FALSE	0.77	2	0.34375	0.050203528
CD99L2	7225B_XX	FALSE	0.77	4	0.346559081	0.053383965
ARHGAP4	7225B_XX	FALSE	0.77	1	0.251396648	0
RBM3	7225B_XX	FALSE	0.77	6	0.437302054	0.159425319
XIAP	7225B_XX	FALSE	0.77	4	0.338154293	0.04388577
SASH3	7225B_XX	FALSE	0.77	2	0.414943489	0.132688106
LAGE3	7225B_XX	FALSE	0.77	1	0.215246637	0
CHM	7225B_XX	FALSE	0.77	1	0.239130435	0
KLF8	7225B_XX	FALSE	0.77	1	0.260869565	0
CTPS2	7225B_XX	FALSE	0.77	1	0.3	0.001426534
TRAPPC2	7225B_XX	FALSE	0.77	2	0.352726064	0.060387138
FLNA	7225B_XX	FALSE	0.77	4	0.361046187	0.069881227
PJA1	7225B_XX	FALSE	0.77	1	0.304878049	0.006795609
MBTPS2	7225B_XX	FALSE	0.77	2	0.235589635	0
DKC1	7225B_XX	FALSE	0.77	1	0.308153477	0.010410414
UBL4A	7225B_XX	FALSE	0.77	3	0.238487871	0
PLXNA3	7225B_XX	FALSE	0.77	1	0.326923077	0.031275948
ATP6AP1	7225B_XX	FALSE	0.77	1	0.28436019	0
IRAK1	7225B_XX	FALSE	0.77	3	0.256526949	0
TMEM187	7225B_XX	FALSE	0.77	4	0.45625	0.182407668
NAA10	7225B_XX	FALSE	0.77	2	0.366459627	0.076086957
ZNF275	7225B_XX	FALSE	0.77	3	0.290300546	0
CETN2	7225B_XX	FALSE	0.77	1	0.357142857	0.065420561
MTMR1	7225B_XX	FALSE	0.77	1	0.333333333	0.038461538
ZNF75D	7225B_XX	FALSE	0.77	1	0.296296296	0
MOSPD1	7225B_XX	FALSE	0.77	2	0.294736842	0
LAMP2	7225B_XX	FALSE	0.77	1	0.254545455	0
RNF113A	7225B_XX	FALSE	0.77	1	0.339130435	0.044986177
TCEAL4	7225B_XX	FALSE	0.77	1	0.20861678	0
BEX2	7225B_XX	FALSE	0.77	1	0.320754717	0.024390244
BEX4	7225B_XX	FALSE	0.77	1	0.356164384	0.064304201
CENPI	7225B_XX	FALSE	0.77	5	0.203866854	0
TRMT2B	7225B_XX	FALSE	0.77	2	0.235197368	0
APOOL	7225B_XX	FALSE	0.77	2	0.563762626	0.318735273
SH3BGRL	7225B_XX	FALSE	0.77	1	0.282352941	0
BRWD3	7225B_XX	FALSE	0.77	1	0.4	0.115044248
ITM2A	7225B_XX	FALSE	0.77	2	0.536053131	0.282601998
CYSLTR1	7225B_XX	FALSE	0.77	2	0.484020185	0.216640172
PGK1	7225B_XX	FALSE	0.77	3	0.39023199	0.103607468
ATRX	7225B_XX	FALSE	0.77	1	0.315789474	0.018867925
CHIC1	7225B_XX	FALSE	0.77	1	0.266666667	0
SPIN4	7225B_XX	FALSE	0.77	1	0.272727273	0
ZXDB	7225B_XX	FALSE	0.77	1	0.289473684	0
FAAH2	7225B_XX	FALSE	0.77	4	0.396853147	0.111351518
TBC1D25	7225B_XX	FALSE	0.77	2	0.248901099	0
ARAF	7225B_XX	FALSE	0.77	1	0.157894737	0
SAT1	7225B_XX	FALSE	0.77	1	0.321428571	0.025141098
SYAP1	7225B_XX	FALSE	0.77	1	0.555555556	0.307958478
AP1S2	7225B_XX	FALSE	0.77	1	0.307692308	0.00990099
PIR	7225B_XX	FALSE	0.77	1	0.192090395	0
TMSB4X	7225B_XX	FALSE	0.77	1	0.3125	0.015219338
TLR7	7225B_XX	FALSE	0.77	1	0.445292621	0.169080653
WWC3	7225B_XX	FALSE	0.77	1	0.25	0
TBL1X	7225B_XX	FALSE	0.77	2	0.377966102	0.089352622
PNPLA4	7225B_XX	FALSE	0.77	3	0.657575758	0.446593859
PUDP	7225B_XX	FALSE	0.77	1	0.917808219	0.852941176
ZBED1	7225B_XX	FALSE	0.77	1	0.444444444	0.168053245
P2RY8	7225B_XX	FALSE	0.77	5	0.919215145	0.855374735
ASMTL	7225B_XX	FALSE	0.77	2	0.873113208	0.777072439
PLCXD1	7225B_XX	FALSE	0.77	5	0.230800586	0
FANCB	7225B_XX	FALSE	0.77	1	0.130434783	0
DDX3X	7225B_XX	FALSE	0.77	6	0.658428166	0.447796506
GDI1	7225B_XX	FALSE	0.77	1	0.322456814	0.02628748
XIST	7225B_XX	FALSE	0.77	2	0.34977344	0.057030569
FTX	7225B_XX	FALSE	0.77	1	0.466666667	0.195171026
DHRSX	7225B_XX	FALSE	0.77	1	0.65	0.435938759
TMSB15B	7225B_XX	FALSE	0.77	1	0.333333333	0.038461538
JPX	7225B_XX	FALSE	0.77	1	0.4	0.115044248
GPR174	7225B_XX	FALSE	0.77	5	0.306489998	0.008573604
DNASE1L1	7240A_XX	FALSE	0.65	3	0.749026883	0.352896209
P2RY10	7240A_XX	FALSE	0.65	1	0.720257235	0.296969697
TRO	7240A_XX	FALSE	0.65	1	0.666666667	0.2
SLC25A43	7240A_XX	FALSE	0.65	5	0.703471734	0.265628132
STS	7240A_XX	FALSE	0.65	1	0.918032787	0.750623441
WDR13	7240A_XX	FALSE	0.65	1	0.857142857	0.591836735
HUWE1	7240A_XX	FALSE	0.65	1	0.700854701	0.260823654
THOC2	7240A_XX	FALSE	0.65	1	0.714285714	0.285714286
EDA2R	7240A_XX	FALSE	0.65	5	0.616666667	0.117082534
WDR44	7240A_XX	FALSE	0.65	1	0.604651163	0.098143236
VAMP7	7240A_XX	FALSE	0.65	2	0.504182754	0
AMMECR1	7240A_XX	FALSE	0.65	1	0.684210526	0.230769231
PRKX	7240A_XX	FALSE	0.65	6	0.7224407	0.301114776
RRAGB	7240A_XX	FALSE	0.65	1	1	1
SPIN2B	7240A_XX	FALSE	0.65	1	0.714285714	0.285714286
ZNF711	7240A_XX	FALSE	0.65	1	0.428571429	0
DOCK11	7240A_XX	FALSE	0.65	2	0.392482517	0
HDX	7240A_XX	FALSE	0.65	1	0.8	0.459459459
FAM199X	7240A_XX	FALSE	0.65	2	0.722567288	0.301355579
C1GALT1C1	7240A_XX	FALSE	0.65	3	0.493984748	0
ZRSR2	7240A_XX	FALSE	0.65	1	0.967741935	0.896373057
BTK	7240A_XX	FALSE	0.65	1	0.711409396	0.280334728
HCFC1	7240A_XX	FALSE	0.65	1	0.5	0
MSL3	7240A_XX	FALSE	0.65	7	0.709083196	0.276003769
ZNF41	7240A_XX	FALSE	0.65	1	0.862068966	0.603960396
AKAP17A	7240A_XX	FALSE	0.65	5	0.902647171	0.708588583
TFE3	7240A_XX	FALSE	0.65	1	0.941176471	0.816513761
CA5B	7240A_XX	FALSE	0.65	2	0.833333333	0.534883721
SSR4	7240A_XX	FALSE	0.65	2	0.624183007	0.129117758
SMC1A	7240A_XX	FALSE	0.65	2	0.725508087	0.306964906
FAM3A	7240A_XX	FALSE	0.65	2	0.397727273	0
PHF8	7240A_XX	FALSE	0.65	1	0.551020408	0.017857143
MED14	7240A_XX	FALSE	0.65	1	0.695652174	0.251336898
GTPBP6	7240A_XX	FALSE	0.65	2	0.501865672	0
CXorf38	7240A_XX	FALSE	0.65	1	0.62	0.122401848
ARMCX2	7240A_XX	FALSE	0.65	1	0.555555556	0.024390244
BRCC3	7240A_XX	FALSE	0.65	1	0.441860465	0
F8	7240A_XX	FALSE	0.65	1	0.5	0
VMA21	7240A_XX	FALSE	0.65	1	0.595744681	0.084337349
RBBP7	7240A_XX	FALSE	0.65	1	0.528571429	0
DHRSX	7240A_XX	FALSE	0.65	4	0.591516823	0.077851782
ACOT9	7240A_XX	FALSE	0.65	2	0.622807018	0.126903553
MID1IP1	7240A_XX	FALSE	0.65	1	0.466666667	0
SUV39H1	7240A_XX	FALSE	0.65	1	0.62962963	0.137931034
ZNF81	7240A_XX	FALSE	0.65	1	0.230769231	0
WASH6P	7240A_XX	FALSE	0.65	1	0.351351351	0
IDS	7240A_XX	FALSE	0.65	5	0.564240279	0.037028934
ARMCX3	7240A_XX	FALSE	0.65	1	0.432950192	0
ATP7A	7240A_XX	FALSE	0.65	2	0.576953748	0.055839822
TAF9B	7240A_XX	FALSE	0.65	1	0.362318841	0
BCOR	7240A_XX	FALSE	0.65	1	0.777777778	0.411764706
MAGEH1	7240A_XX	FALSE	0.65	1	0.635135135	0.146919431
DMD	7240A_XX	FALSE	0.65	1	0.490196078	0
RPL10	7240A_XX	FALSE	0.65	3	0.503547953	0
UBE2A	7240A_XX	FALSE	0.65	1	0.501730104	0
ARHGAP4	7240A_XX	FALSE	0.65	1	0.491525424	0
RBM3	7240A_XX	FALSE	0.65	6	0.437400386	0
XIAP	7240A_XX	FALSE	0.65	4	0.519697453	0
SASH3	7240A_XX	FALSE	0.65	1	0.610337972	0.107061503
OCRL	7240A_XX	FALSE	0.65	1	0.214285714	0
LAGE3	7240A_XX	FALSE	0.65	2	0.597727273	0.087393658
CHM	7240A_XX	FALSE	0.65	2	0.54458042	0.008657597
KLF8	7240A_XX	FALSE	0.65	1	0.714285714	0.285714286
TRAPPC2	7240A_XX	FALSE	0.65	3	0.352539513	0
FLNA	7240A_XX	FALSE	0.65	2	0.409729871	0
MORF4L2	7240A_XX	FALSE	0.65	1	0.433962264	0
PJA1	7240A_XX	FALSE	0.65	1	0.548780488	0.014647137
ARMCX6	7240A_XX	FALSE	0.65	1	0.68627451	0.234449761
MPP1	7240A_XX	FALSE	0.65	1	0.659090909	0.18699187
DKC1	7240A_XX	FALSE	0.65	1	0.520408163	0
G6PD	7240A_XX	FALSE	0.65	1	0.55704698	0.026548673
UBL4A	7240A_XX	FALSE	0.65	3	0.521941222	0
PLXNA3	7240A_XX	FALSE	0.65	2	0.689393939	0.240037071
ATP6AP1	7240A_XX	FALSE	0.65	1	0.535714286	0
ZNF275	7240A_XX	FALSE	0.65	5	0.487268475	0
SLC9A6	7240A_XX	FALSE	0.65	2	0.743259804	0.341453831
ZNF75D	7240A_XX	FALSE	0.65	4	0.477020202	0
MOSPD1	7240A_XX	FALSE	0.65	2	0.884444444	0.660574413
LAMP2	7240A_XX	FALSE	0.65	1	0.46728972	0
RBM41	7240A_XX	FALSE	0.65	1	0.466666667	0
BEX2	7240A_XX	FALSE	0.65	1	0.6	0.090909091
BEX4	7240A_XX	FALSE	0.65	1	1	1
CENPI	7240A_XX	FALSE	0.65	5	0.516993464	0
APOOL	7240A_XX	FALSE	0.65	2	0.623333333	0.127749904
SH3BGRL	7240A_XX	FALSE	0.65	1	0.573208723	0.050259965
ITM2A	7240A_XX	FALSE	0.65	1	0.857142857	0.591836735
CYSLTR1	7240A_XX	FALSE	0.65	2	0.421825397	0
PGK1	7240A_XX	FALSE	0.65	3	0.373913043	0
ATRX	7240A_XX	FALSE	0.65	1	0.272727273	0
YIPF6	7240A_XX	FALSE	0.65	1	0.75	0.35483871
ZXDB	7240A_XX	FALSE	0.65	1	0.545454545	0.00990099
FAAH2	7240A_XX	FALSE	0.65	3	0.476851852	0
SPIN3	7240A_XX	FALSE	0.65	2	0.867424242	0.617277201
TIMM17B	7240A_XX	FALSE	0.65	1	0.501694915	0
TBC1D25	7240A_XX	FALSE	0.65	2	0.449038462	0
TAB3	7240A_XX	FALSE	0.65	3	0.514934289	0
GK	7240A_XX	FALSE	0.65	1	0.428571429	0
SAT1	7240A_XX	FALSE	0.65	2	0.797222222	0.453388244
SMS	7240A_XX	FALSE	0.65	1	0.456790123	0
TXLNG	7240A_XX	FALSE	0.65	1	0.464566929	0
SYAP1	7240A_XX	FALSE	0.65	1	0.571428571	0.047619048
AP1S2	7240A_XX	FALSE	0.65	1	0.714285714	0.285714286
PIR	7240A_XX	FALSE	0.65	2	0.361567982	0
TMSB4X	7240A_XX	FALSE	0.65	1	0.787234043	0.431818182
TLR7	7240A_XX	FALSE	0.65	1	0.281437126	0
WWC3	7240A_XX	FALSE	0.65	3	0.845744681	0.564237415
PNPLA4	7240A_XX	FALSE	0.65	3	0.56547619	0.038841343
PUDP	7240A_XX	FALSE	0.65	5	0.891716948	0.679540248
ZBED1	7240A_XX	FALSE	0.65	10	0.751687834	0.358216013
P2RY8	7240A_XX	FALSE	0.65	2	0.939852067	0.812653479
ASMTL	7240A_XX	FALSE	0.65	1	0.578754579	0.058534589
SLC25A6	7240A_XX	FALSE	0.65	2	0.805164971	0.470833448
PLCXD1	7240A_XX	FALSE	0.65	9	0.312814817	0
DDX3X	7240A_XX	FALSE	0.65	3	0.809602649	0.480695417
XIST	7240A_XX	FALSE	0.65	1	0.176470588	0
FTX	7240A_XX	FALSE	0.65	1	0.428571429	0
FAM104B	7240A_XX	FALSE	0.65	1	0.3	0
PDK3	7240A_XX	FALSE	0.65	1	0.36	0
GPR174	7240A_XX	FALSE	0.65	4	0.856753764	0.590884223
LAMP2	7246B_XX	TRUE	0.93	3	0.077116718	0.001858689
SLC25A43	7246B_XX	TRUE	0.93	1	0.172413793	0.098422239
NXT2	7246B_XX	TRUE	0.93	1	0.070422535	0
FMR1	7246B_XX	TRUE	0.93	1	0.06	0
PRKX	7246B_XX	TRUE	0.93	5	0.790351371	0.760312651
DOCK11	7246B_XX	TRUE	0.93	3	0.065373301	0
C1GALT1C1	7246B_XX	TRUE	0.93	2	0.048151002	0
ZRSR2	7246B_XX	TRUE	0.93	1	0.955555556	0.948506694
ELF4	7246B_XX	TRUE	0.93	1	0.064	0
AKAP17A	7246B_XX	TRUE	0.93	1	0.827956989	0.8027127
ZMYM3	7246B_XX	TRUE	0.93	1	0.060606061	0
TFE3	7246B_XX	TRUE	0.93	1	0.071856287	0
CA5B	7246B_XX	TRUE	0.93	1	0.833333333	0.808795411
FAM3A	7246B_XX	TRUE	0.93	2	0.13986014	0.065278517
PHF8	7246B_XX	TRUE	0.93	1	0.181818182	0.10802775
USP9X	7246B_XX	TRUE	0.93	1	0.194444444	0.120945741
GTPBP6	7246B_XX	TRUE	0.93	1	0.908333333	0.89420025
MAGED1	7246B_XX	TRUE	0.93	1	0.108108108	0.033108702
SLC9A7	7246B_XX	TRUE	0.93	1	0.076271186	0.001008157
IL3RA	7246B_XX	TRUE	0.93	2	0.712749616	0.673618989
GEMIN8	7246B_XX	TRUE	0.93	1	0.277777778	0.206833435
PIGA	7246B_XX	TRUE	0.93	2	0.092140921	0.016989935
MED12	7246B_XX	TRUE	0.93	1	0.1	0.024918743
DHRSX	7246B_XX	TRUE	0.93	1	1	1
WASH6P	7246B_XX	TRUE	0.93	1	0.333333333	0.264705882
MAGEH1	7246B_XX	TRUE	0.93	1	0.086419753	0.011223944
DMD	7246B_XX	TRUE	0.93	1	0.082191781	0.006966059
SOWAHD	7246B_XX	TRUE	0.93	1	0.181818182	0.10802775
CD99L2	7246B_XX	TRUE	0.93	1	0.171428571	0.097416744
XIAP	7246B_XX	TRUE	0.93	9	0.109886991	0.034906891
LAGE3	7246B_XX	TRUE	0.93	2	0.183333333	0.109576595
TRAPPC2	7246B_XX	TRUE	0.93	1	0.166666667	0.092558984
FLNA	7246B_XX	TRUE	0.93	1	0.428571429	0.365079365
MBTPS2	7246B_XX	TRUE	0.93	2	0.090151515	0.014984376
MPP1	7246B_XX	TRUE	0.93	1	0.054545455	0
DKC1	7246B_XX	TRUE	0.93	1	0.056451613	0
G6PD	7246B_XX	TRUE	0.93	1	0.096296296	0.021181001
UBL4A	7246B_XX	TRUE	0.93	3	0.048926237	0
ZNF275	7246B_XX	TRUE	0.93	2	0.212962963	0.139937266
NSDHL	7246B_XX	TRUE	0.93	1	0.04137931	0
MTMR1	7246B_XX	TRUE	0.93	1	0.049180328	0
MOSPD1	7246B_XX	TRUE	0.93	2	0.152173913	0.077796169
TRMT2B	7246B_XX	TRUE	0.93	1	0.2	0.126637555
APOOL	7246B_XX	TRUE	0.93	2	0.234848485	0.162451281
SH3BGRL	7246B_XX	TRUE	0.93	1	0.059548255	0
ATRX	7246B_XX	TRUE	0.93	1	0.692307692	0.65095986
UPRT	7246B_XX	TRUE	0.93	1	0.094594595	0.019464364
CCDC22	7246B_XX	TRUE	0.93	1	0.064102564	0
PLP2	7246B_XX	TRUE	0.93	1	0.081712062	0.006483119
GRIPAP1	7246B_XX	TRUE	0.93	1	0.076923077	0.001663894
TIMM17B	7246B_XX	TRUE	0.93	1	0.097765363	0.022663318
PDK3	7246B_XX	TRUE	0.93	1	0.108108108	0.033108702
RPS6KA3	7246B_XX	TRUE	0.93	4	0.078482755	0.003233037
EIF1AX	7246B_XX	TRUE	0.93	4	0.602703985	0.552499192
TMSB4X	7246B_XX	TRUE	0.93	2	0.299259259	0.229152067
PRPS2	7246B_XX	TRUE	0.93	1	0.071428571	0
TBL1X	7246B_XX	TRUE	0.93	3	0.157490824	0.083208371
PUDP	7246B_XX	TRUE	0.93	6	0.779816334	0.748480201
ZBED1	7246B_XX	TRUE	0.93	1	0.849056604	0.826614651
P2RY8	7246B_XX	TRUE	0.93	1	1	1
ASMTL	7246B_XX	TRUE	0.93	1	0.781021898	0.749833222
SLC25A6	7246B_XX	TRUE	0.93	1	0.801516196	0.772874245
PLCXD1	7246B_XX	TRUE	0.93	1	0.909090909	0.895068206
UTP14A	7246B_XX	TRUE	0.93	1	0.162790698	0.088607595
DDX3X	7246B_XX	TRUE	0.93	4	0.576813301	0.524307863
DNASE1L1	7247B_XX	FALSE	0.72	2	0.366489362	0
PPP1R3F	7247B_XX	FALSE	0.72	1	0.4	0.013157895
STS	7247B_XX	FALSE	0.72	1	0.74137931	0.495289367
NXT2	7247B_XX	FALSE	0.72	2	0.534398034	0.183682261
ABCD1	7247B_XX	FALSE	0.72	3	0.742424242	0.49704142
FMR1	7247B_XX	FALSE	0.72	1	0.352941176	0
HTATSF1	7247B_XX	FALSE	0.72	1	0.346153846	0
TIMP1	7247B_XX	FALSE	0.72	1	0.393442623	0.005376344
MAGED2	7247B_XX	FALSE	0.72	4	0.392285919	0.004008558
GLA	7247B_XX	FALSE	0.72	1	0.533333333	0.182242991
THOC2	7247B_XX	FALSE	0.72	2	0.480769231	0.113009198
ALG13	7247B_XX	FALSE	0.72	1	0.913043478	0.812734082
SLC6A8	7247B_XX	FALSE	0.72	1	0.857142857	0.702380952
WDR44	7247B_XX	FALSE	0.72	1	0.625	0.311926606
PRKX	7247B_XX	FALSE	0.72	8	0.664002864	0.370885185
SLC10A3	7247B_XX	FALSE	0.72	1	0.352941176	0
SNX12	7247B_XX	FALSE	0.72	1	0.43718593	0.05819038
DOCK11	7247B_XX	FALSE	0.72	3	0.51774043	0.161335368
VBP1	7247B_XX	FALSE	0.72	2	0.39338846	0.005312265
AIFM1	7247B_XX	FALSE	0.72	1	0.435643564	0.056291391
TMEM164	7247B_XX	FALSE	0.72	1	0.517241379	0.160671463
FAM199X	7247B_XX	FALSE	0.72	2	0.457692308	0.083701586
ZFX	7247B_XX	FALSE	0.72	3	0.829118774	0.649723549
ELF4	7247B_XX	FALSE	0.72	1	0.392523364	0.004289216
MSL3	7247B_XX	FALSE	0.72	4	0.24755421	0
ZNF41	7247B_XX	FALSE	0.72	2	0.373563218	0
AKAP17A	7247B_XX	FALSE	0.72	4	0.868863231	0.724917692
MAP7D3	7247B_XX	FALSE	0.72	4	0.535910088	0.185728852
HNRNPH2	7247B_XX	FALSE	0.72	1	0.338645418	0
WDR45	7247B_XX	FALSE	0.72	1	0.454545455	0.079754601
HMGB3	7247B_XX	FALSE	0.72	1	0.306122449	0
MAGED1	7247B_XX	FALSE	0.72	1	0.698564593	0.425182482
KLHL15	7247B_XX	FALSE	0.72	1	0.2	0
SLC9A7	7247B_XX	FALSE	0.72	6	0.277594387	0
BRCC3	7247B_XX	FALSE	0.72	1	0.46875	0.097664544
RBBP7	7247B_XX	FALSE	0.72	1	0.605263158	0.282982792
RLIM	7247B_XX	FALSE	0.72	2	0.297619048	0
GEMIN8	7247B_XX	FALSE	0.72	1	0.384615385	0
MED12	7247B_XX	FALSE	0.72	1	0.5	0.137931034
ERCC6L	7247B_XX	FALSE	0.72	1	0.421052632	0.038461538
DHRSX	7247B_XX	FALSE	0.72	1	0.84	0.669966997
ACOT9	7247B_XX	FALSE	0.72	2	0.379464286	0
GNL3L	7247B_XX	FALSE	0.72	1	0.25	0
SUV39H1	7247B_XX	FALSE	0.72	1	0.391304348	0.002849003
WASH6P	7247B_XX	FALSE	0.72	1	0.540540541	0.192015209
GSPT2	7247B_XX	FALSE	0.72	1	0.2	0
IDS	7247B_XX	FALSE	0.72	5	0.433789418	0.054012158
ATP7A	7247B_XX	FALSE	0.72	2	0.550055617	0.205023387
TAF9B	7247B_XX	FALSE	0.72	1	0.35443038	0
BCOR	7247B_XX	FALSE	0.72	1	0.80952381	0.613899614
ATG4A	7247B_XX	FALSE	0.72	2	0.421038251	0.038444085
STK26	7247B_XX	FALSE	0.72	1	0.907801418	0.802070646
XIAP	7247B_XX	FALSE	0.72	5	0.430829059	0.050381284
CHM	7247B_XX	FALSE	0.72	2	0.666470588	0.374696722
TRAPPC2	7247B_XX	FALSE	0.72	2	0.417502787	0.034160228
MBTPS2	7247B_XX	FALSE	0.72	2	0.520487265	0.164995372
MPP1	7247B_XX	FALSE	0.72	1	0.232876712	0
ZNF275	7247B_XX	FALSE	0.72	1	0.263157895	0
MTMR1	7247B_XX	FALSE	0.72	1	0.4375	0.058577406
FHL1	7247B_XX	FALSE	0.72	1	0.294117647	0
ZNF75D	7247B_XX	FALSE	0.72	1	0.461538462	0.088541667
MOSPD1	7247B_XX	FALSE	0.72	1	0.260869565	0
ZNF280C	7247B_XX	FALSE	0.72	3	0.490196078	0.125168237
LAMP2	7247B_XX	FALSE	0.72	1	0.345132743	0
IL13RA1	7247B_XX	FALSE	0.72	2	0.4375	0.058577406
RBM41	7247B_XX	FALSE	0.72	4	0.416865079	0.033389026
BEX4	7247B_XX	FALSE	0.72	1	0.561643836	0.221032132
APOOL	7247B_XX	FALSE	0.72	2	0.512285012	0.154095287
BRWD3	7247B_XX	FALSE	0.72	1	0.266666667	0
PGK1	7247B_XX	FALSE	0.72	2	0.453510436	0.078458979
ATRX	7247B_XX	FALSE	0.72	1	0.666666667	0.375
AMER1	7247B_XX	FALSE	0.72	2	0.470175439	0.099475191
SPIN4	7247B_XX	FALSE	0.72	1	0.5	0.137931034
ZXDB	7247B_XX	FALSE	0.72	1	0.263157895	0
SPIN3	7247B_XX	FALSE	0.72	2	0.422222222	0.039881832
CCDC22	7247B_XX	FALSE	0.72	1	0.265625	0
PLP2	7247B_XX	FALSE	0.72	1	0.6	0.275362319
TBC1D25	7247B_XX	FALSE	0.72	1	0.217391304	0
ARAF	7247B_XX	FALSE	0.72	1	0.444444444	0.067164179
KDM6A	7247B_XX	FALSE	0.72	1	0.741935484	0.496221662
ATP6AP2	7247B_XX	FALSE	0.72	1	0.411764706	0.027237354
DYNLT3	7247B_XX	FALSE	0.72	4	0.417644828	0.034332065
POLA1	7247B_XX	FALSE	0.72	1	0.225806452	0
APOO	7247B_XX	FALSE	0.72	2	0.458577952	0.084814537
RPS6KA3	7247B_XX	FALSE	0.72	4	0.373720008	0
EIF1AX	7247B_XX	FALSE	0.72	6	0.652256754	0.35287703
PDHA1	7247B_XX	FALSE	0.72	1	0.401891253	0.015410959
SCML1	7247B_XX	FALSE	0.72	1	0.181818182	0
TXLNG	7247B_XX	FALSE	0.72	1	0.431034483	0.050632911
SYAP1	7247B_XX	FALSE	0.72	1	0.625	0.311926606
TCEANC	7247B_XX	FALSE	0.72	1	0.6	0.275362319
TMSB4X	7247B_XX	FALSE	0.72	1	0.351351351	0
PRPS2	7247B_XX	FALSE	0.72	1	0.369230769	0
WWC3	7247B_XX	FALSE	0.72	1	0.375	0
TBL1X	7247B_XX	FALSE	0.72	3	0.43880049	0.0601812
PNPLA4	7247B_XX	FALSE	0.72	1	0.571428571	0.234693878
PUDP	7247B_XX	FALSE	0.72	5	0.77003037	0.544065211
ASMTL	7247B_XX	FALSE	0.72	7	0.83059568	0.652456343
SLC25A6	7247B_XX	FALSE	0.72	2	0.858176524	0.70435616
PLCXD1	7247B_XX	FALSE	0.72	5	0.597401308	0.271614684
UTP14A	7247B_XX	FALSE	0.72	1	0.366336634	0
XIST	7247B_XX	FALSE	0.72	1	0.222222222	0
