name	chromosome	coord	unique_bcs	gene	orientation	type
chrY:14525028-14525227	chrY	14525028-14525227	75	NLGN4Y	plus	test
chrY:14525078-14525277	chrY	14525078-14525277	128	NLGN4Y	plus	test
chrY:14525128-14525327	chrY	14525128-14525327	135	NLGN4Y	plus	test
chrY:14525178-14525377	chrY	14525178-14525377	128	NLGN4Y	plus	test
chrY:14525228-14525427	chrY	14525228-14525427	86	NLGN4Y	plus	test
chrY:14525278-14525477	chrY	14525278-14525477	90	NLGN4Y	plus	test
chrY:14525328-14525527	chrY	14525328-14525527	106	NLGN4Y	plus	test
chrY:14525378-14525577	chrY	14525378-14525577	55	NLGN4Y	plus	test
chrY:14525428-14525627	chrY	14525428-14525627	79	NLGN4Y	plus	test
chrY:14525478-14525677	chrY	14525478-14525677	39	NLGN4Y	plus	test
chrY:14525528-14525727	chrY	14525528-14525727	32	NLGN4Y	plus	test
chrY:14525578-14525777	chrY	14525578-14525777	64	NLGN4Y	plus	test
chrY:14525628-14525827	chrY	14525628-14525827	37	NLGN4Y	plus	test
chrY:14525678-14525877	chrY	14525678-14525877	47	NLGN4Y	plus	test
chrY:14525728-14525927	chrY	14525728-14525927	46	NLGN4Y	plus	test
chrY:14525778-14525977	chrY	14525778-14525977	60	NLGN4Y	plus	test
chrY:14525828-14526027	chrY	14525828-14526027	78	NLGN4Y	plus	test
chrY:14525878-14526077	chrY	14525878-14526077	38	NLGN4Y	plus	test
chrY:14525928-14526127	chrY	14525928-14526127	65	NLGN4Y	plus	test
chrY:14525978-14526177	chrY	14525978-14526177	65	NLGN4Y	plus	test
chrY:14526028-14526227	chrY	14526028-14526227	76	NLGN4Y	plus	test
chrY:14526078-14526277	chrY	14526078-14526277	63	NLGN4Y	plus	test
chrY:14526128-14526327	chrY	14526128-14526327	54	NLGN4Y	plus	test
chrY:14526178-14526377	chrY	14526178-14526377	50	NLGN4Y	plus	test
chrY:14526228-14526427	chrY	14526228-14526427	84	NLGN4Y	plus	test
chrY:14526278-14526477	chrY	14526278-14526477	70	NLGN4Y	plus	test
chrY:14526328-14526527	chrY	14526328-14526527	76	NLGN4Y	plus	test
chrY:14526378-14526577	chrY	14526378-14526577	57	NLGN4Y	plus	test
chrY:14526428-14526627	chrY	14526428-14526627	63	NLGN4Y	plus	test
chrY:14526478-14526677	chrY	14526478-14526677	90	NLGN4Y	plus	test
chrY:14526528-14526727	chrY	14526528-14526727	69	NLGN4Y	plus	test
chrY:14526578-14526777	chrY	14526578-14526777	66	NLGN4Y	plus	test
chrY:14526628-14526827	chrY	14526628-14526827	28	NLGN4Y	plus	test
chrY:14526678-14526877	chrY	14526678-14526877	48	NLGN4Y	plus	test
chrY:14526728-14526927	chrY	14526728-14526927	82	NLGN4Y	plus	test
chrY:19566258-19566457	chrY	19566258-19566457	17	TXLNGY	plus	test
chrY:19566308-19566507	chrY	19566308-19566507	100	TXLNGY	plus	test
chrY:19566358-19566557	chrY	19566358-19566557	77	TXLNGY	plus	test
chrY:19566408-19566607	chrY	19566408-19566607	71	TXLNGY	plus	test
chrY:19566458-19566657	chrY	19566458-19566657	43	TXLNGY	plus	test
chrY:19566508-19566707	chrY	19566508-19566707	69	TXLNGY	plus	test
chrY:19566558-19566757	chrY	19566558-19566757	74	TXLNGY	plus	test
chrY:19566608-19566807	chrY	19566608-19566807	83	TXLNGY	plus	test
chrY:19566658-19566857	chrY	19566658-19566857	69	TXLNGY	plus	test
chrY:19566708-19566907	chrY	19566708-19566907	75	TXLNGY	plus	test
chrY:19566758-19566957	chrY	19566758-19566957	53	TXLNGY	plus	test
chrY:19566808-19567007	chrY	19566808-19567007	48	TXLNGY	plus	test
chrY:19566858-19567057	chrY	19566858-19567057	63	TXLNGY	plus	test
chrY:19566908-19567107	chrY	19566908-19567107	70	TXLNGY	plus	test
chrY:19566958-19567157	chrY	19566958-19567157	105	TXLNGY	plus	test
chrY:19567008-19567207	chrY	19567008-19567207	86	TXLNGY	plus	test
chrY:19567058-19567257	chrY	19567058-19567257	57	TXLNGY	plus	test
chrY:19567108-19567307	chrY	19567108-19567307	68	TXLNGY	plus	test
chrY:19567158-19567357	chrY	19567158-19567357	54	TXLNGY	plus	test
chrY:19567208-19567407	chrY	19567208-19567407	104	TXLNGY	plus	test
chrY:19567258-19567457	chrY	19567258-19567457	73	TXLNGY	plus	test
chrY:19567308-19567507	chrY	19567308-19567507	75	TXLNGY	plus	test
chrY:19567358-19567557	chrY	19567358-19567557	74	TXLNGY	plus	test
chrY:19567408-19567607	chrY	19567408-19567607	77	TXLNGY	plus	test
chrY:19567458-19567657	chrY	19567458-19567657	111	TXLNGY	plus	test
chrY:19567508-19567707	chrY	19567508-19567707	131	TXLNGY	plus	test
chrY:19567558-19567757	chrY	19567558-19567757	75	TXLNGY	plus	test
chrY:19567608-19567807	chrY	19567608-19567807	107	TXLNGY	plus	test
chrY:19567658-19567857	chrY	19567658-19567857	115	TXLNGY	plus	test
chrY:19567708-19567907	chrY	19567708-19567907	132	TXLNGY	plus	test
chrY:19567758-19567957	chrY	19567758-19567957	78	TXLNGY	plus	test
chrY:19567808-19568007	chrY	19567808-19568007	131	TXLNGY	plus	test
chrY:19567858-19568057	chrY	19567858-19568057	134	TXLNGY	plus	test
chrY:19567908-19568107	chrY	19567908-19568107	168	TXLNGY	plus	test
chrY:19567958-19568157	chrY	19567958-19568157	159	TXLNGY	plus	test
chrY:19568008-19568207	chrY	19568008-19568207	112	TXLNGY	plus	test
chrY:19568058-19568257	chrY	19568058-19568257	73	TXLNGY	plus	test
chrY:19568108-19568307	chrY	19568108-19568307	82	TXLNGY	plus	test
chrY:19568158-19568357	chrY	19568158-19568357	67	TXLNGY	plus	test
chrY:19568208-19568407	chrY	19568208-19568407	53	TXLNGY	plus	test
chrY:19568258-19568457	chrY	19568258-19568457	96	TXLNGY	plus	test
chrY:19568308-19568507	chrY	19568308-19568507	54	TXLNGY	plus	test
chrY:19568358-19568557	chrY	19568358-19568557	46	TXLNGY	plus	test
chrY:19568408-19568607	chrY	19568408-19568607	65	TXLNGY	plus	test
chrY:19568458-19568657	chrY	19568458-19568657	68	TXLNGY	plus	test
chrY:19568508-19568707	chrY	19568508-19568707	54	TXLNGY	plus	test
chrY:19568558-19568757	chrY	19568558-19568757	103	TXLNGY	plus	test
chrY:19568608-19568807	chrY	19568608-19568807	49	TXLNGY	plus	test
chrY:19568658-19568857	chrY	19568658-19568857	55	TXLNGY	plus	test
chrY:19568708-19568907	chrY	19568708-19568907	94	TXLNGY	plus	test
chrY:19568758-19568957	chrY	19568758-19568957	64	TXLNGY	plus	test
chrY:19568808-19569007	chrY	19568808-19569007	63	TXLNGY	plus	test
chrY:19568858-19569057	chrY	19568858-19569057	40	TXLNGY	plus	test
chrY:19743383-19743582	chrY	19743383-19743582	46	KDM5D	minus	test
chrY:19743433-19743632	chrY	19743433-19743632	58	KDM5D	minus	test
chrY:19743483-19743682	chrY	19743483-19743682	55	KDM5D	minus	test
chrY:19743533-19743732	chrY	19743533-19743732	99	KDM5D	minus	test
chrY:19743583-19743782	chrY	19743583-19743782	50	KDM5D	minus	test
chrY:19743633-19743832	chrY	19743633-19743832	76	KDM5D	minus	test
chrY:19743683-19743882	chrY	19743683-19743882	114	KDM5D	minus	test
chrY:19743733-19743932	chrY	19743733-19743932	57	KDM5D	minus	test
chrY:19743783-19743982	chrY	19743783-19743982	47	KDM5D	minus	test
chrY:19743833-19744032	chrY	19743833-19744032	46	KDM5D	minus	test
chrY:19743883-19744082	chrY	19743883-19744082	75	KDM5D	minus	test
chrY:19743933-19744132	chrY	19743933-19744132	49	KDM5D	minus	test
chrY:19743983-19744182	chrY	19743983-19744182	61	KDM5D	minus	test
chrY:19744033-19744232	chrY	19744033-19744232	46	KDM5D	minus	test
chrY:19744083-19744282	chrY	19744083-19744282	118	KDM5D	minus	test
chrY:19744133-19744332	chrY	19744133-19744332	64	KDM5D	minus	test
chrY:19744183-19744382	chrY	19744183-19744382	68	KDM5D	minus	test
chrY:19744233-19744432	chrY	19744233-19744432	54	KDM5D	minus	test
chrY:19744283-19744482	chrY	19744283-19744482	139	KDM5D	minus	test
chrY:19744333-19744532	chrY	19744333-19744532	88	KDM5D	minus	test
chrY:19744383-19744582	chrY	19744383-19744582	71	KDM5D	minus	test
chrY:19744433-19744632	chrY	19744433-19744632	99	KDM5D	minus	test
chrY:19744483-19744682	chrY	19744483-19744682	58	KDM5D	minus	test
chrY:19744533-19744732	chrY	19744533-19744732	57	KDM5D	minus	test
chrY:19744583-19744782	chrY	19744583-19744782	60	KDM5D	minus	test
chrY:19744633-19744832	chrY	19744633-19744832	78	KDM5D	minus	test
chrY:19744683-19744882	chrY	19744683-19744882	82	KDM5D	minus	test
chrY:19744733-19744932	chrY	19744733-19744932	48	KDM5D	minus	test
chrY:19744783-19744982	chrY	19744783-19744982	127	KDM5D	minus	test
chrY:19744833-19745032	chrY	19744833-19745032	121	KDM5D	minus	test
chrY:19744883-19745082	chrY	19744883-19745082	86	KDM5D	minus	test
chrY:19744933-19745132	chrY	19744933-19745132	87	KDM5D	minus	test
chrY:19744983-19745182	chrY	19744983-19745182	106	KDM5D	minus	test
chrY:19745033-19745232	chrY	19745033-19745232	82	KDM5D	minus	test
chrY:19745083-19745282	chrY	19745083-19745282	95	KDM5D	minus	test
chrY:19745133-19745332	chrY	19745133-19745332	50	KDM5D	minus	test
chrY:19745183-19745382	chrY	19745183-19745382	69	KDM5D	minus	test
chrY:19745233-19745432	chrY	19745233-19745432	49	KDM5D	minus	test
chrY:19745283-19745482	chrY	19745283-19745482	74	KDM5D	minus	test
chrY:19745333-19745532	chrY	19745333-19745532	93	KDM5D	minus	test
chrY:19745383-19745582	chrY	19745383-19745582	93	KDM5D	minus	test
chrY:19745433-19745632	chrY	19745433-19745632	51	KDM5D	minus	test
chrY:19745483-19745682	chrY	19745483-19745682	36	KDM5D	minus	test
chrY:19745533-19745732	chrY	19745533-19745732	46	KDM5D	minus	test
chrY:19745583-19745782	chrY	19745583-19745782	28	KDM5D	minus	test
chrY:19745633-19745832	chrY	19745633-19745832	51	KDM5D	minus	test
chrY:19745683-19745882	chrY	19745683-19745882	59	KDM5D	minus	test
chrY:19745733-19745932	chrY	19745733-19745932	30	KDM5D	minus	test
chrY:19745783-19745982	chrY	19745783-19745982	13	KDM5D	minus	test
chrY:19745833-19746032	chrY	19745833-19746032	22	KDM5D	minus	test
chrY:20574638-20574837	chrY	20574638-20574837	34	EIF1AY	plus	test
chrY:20574688-20574887	chrY	20574688-20574887	60	EIF1AY	plus	test
chrY:20574738-20574937	chrY	20574738-20574937	64	EIF1AY	plus	test
chrY:20574788-20574987	chrY	20574788-20574987	70	EIF1AY	plus	test
chrY:20574838-20575037	chrY	20574838-20575037	102	EIF1AY	plus	test
chrY:20574888-20575087	chrY	20574888-20575087	75	EIF1AY	plus	test
chrY:20574938-20575137	chrY	20574938-20575137	96	EIF1AY	plus	test
chrY:20574988-20575187	chrY	20574988-20575187	53	EIF1AY	plus	test
chrY:20575038-20575237	chrY	20575038-20575237	69	EIF1AY	plus	test
chrY:20575088-20575287	chrY	20575088-20575287	44	EIF1AY	plus	test
chrY:20575138-20575337	chrY	20575138-20575337	36	EIF1AY	plus	test
chrY:20575188-20575387	chrY	20575188-20575387	25	EIF1AY	plus	test
chrY:20575238-20575437	chrY	20575238-20575437	44	EIF1AY	plus	test
chrY:20575288-20575487	chrY	20575288-20575487	42	EIF1AY	plus	test
chrY:20575338-20575537	chrY	20575338-20575537	41	EIF1AY	plus	test
chrY:20575388-20575587	chrY	20575388-20575587	81	EIF1AY	plus	test
chrY:20575438-20575637	chrY	20575438-20575637	123	EIF1AY	plus	test
chrY:20575488-20575687	chrY	20575488-20575687	120	EIF1AY	plus	test
chrY:20575538-20575737	chrY	20575538-20575737	157	EIF1AY	plus	test
chrY:20575588-20575787	chrY	20575588-20575787	89	EIF1AY	plus	test
chrY:20575638-20575837	chrY	20575638-20575837	69	EIF1AY	plus	test
chrY:20575688-20575887	chrY	20575688-20575887	83	EIF1AY	plus	test
chrY:20575738-20575937	chrY	20575738-20575937	123	EIF1AY	plus	test
chrY:20575788-20575987	chrY	20575788-20575987	95	EIF1AY	plus	test
chrY:20575838-20576037	chrY	20575838-20576037	96	EIF1AY	plus	test
chrY:20575888-20576087	chrY	20575888-20576087	93	EIF1AY	plus	test
chrY:20575938-20576137	chrY	20575938-20576137	89	EIF1AY	plus	test
chrY:20575988-20576187	chrY	20575988-20576187	79	EIF1AY	plus	test
chrY:20576038-20576237	chrY	20576038-20576237	88	EIF1AY	plus	test
chrY:20576088-20576287	chrY	20576088-20576287	110	EIF1AY	plus	test
chrY:20576138-20576337	chrY	20576138-20576337	82	EIF1AY	plus	test
chrY:20576188-20576387	chrY	20576188-20576387	84	EIF1AY	plus	test
chrY:20576238-20576437	chrY	20576238-20576437	85	EIF1AY	plus	test
chrY:20576288-20576487	chrY	20576288-20576487	81	EIF1AY	plus	test
chrY:20576338-20576537	chrY	20576338-20576537	57	EIF1AY	plus	test
chrY:20576388-20576587	chrY	20576388-20576587	49	EIF1AY	plus	test
chrY:20576438-20576637	chrY	20576438-20576637	89	EIF1AY	plus	test
chrY:20576488-20576687	chrY	20576488-20576687	54	EIF1AY	plus	test
chrY:20576538-20576737	chrY	20576538-20576737	63	EIF1AY	plus	test
chrY:20576588-20576787	chrY	20576588-20576787	76	EIF1AY	plus	test
chrY:20576638-20576837	chrY	20576638-20576837	70	EIF1AY	plus	test
chrY:20576688-20576887	chrY	20576688-20576887	113	EIF1AY	plus	test
chrY:20576738-20576937	chrY	20576738-20576937	107	EIF1AY	plus	test
chrY:20576788-20576987	chrY	20576788-20576987	36	EIF1AY	plus	test
chrY:20576838-20577037	chrY	20576838-20577037	68	EIF1AY	plus	test
chrY:20576888-20577087	chrY	20576888-20577087	54	EIF1AY	plus	test
chrY:20576938-20577137	chrY	20576938-20577137	75	EIF1AY	plus	test
chrY:20576988-20577187	chrY	20576988-20577187	114	EIF1AY	plus	test
chrY:20577038-20577237	chrY	20577038-20577237	145	EIF1AY	plus	test
chrY:2841071-2841270	chrY	2841071-2841270	63	RPS4Y1	plus	test
chrY:2841121-2841320	chrY	2841121-2841320	68	RPS4Y1	plus	test
chrY:2841171-2841370	chrY	2841171-2841370	63	RPS4Y1	plus	test
chrY:2841221-2841420	chrY	2841221-2841420	58	RPS4Y1	plus	test
chrY:2841271-2841470	chrY	2841271-2841470	44	RPS4Y1	plus	test
chrY:2841321-2841520	chrY	2841321-2841520	52	RPS4Y1	plus	test
chrY:2841371-2841570	chrY	2841371-2841570	61	RPS4Y1	plus	test
chrY:2841421-2841620	chrY	2841421-2841620	57	RPS4Y1	plus	test
chrY:2841471-2841670	chrY	2841471-2841670	94	RPS4Y1	plus	test
chrY:2841521-2841720	chrY	2841521-2841720	138	RPS4Y1	plus	test
chrY:2841571-2841770	chrY	2841571-2841770	83	RPS4Y1	plus	test
chrY:2841621-2841820	chrY	2841621-2841820	102	RPS4Y1	plus	test
chrY:2841671-2841870	chrY	2841671-2841870	142	RPS4Y1	plus	test
chrY:2841721-2841920	chrY	2841721-2841920	86	RPS4Y1	plus	test
chrY:2841771-2841970	chrY	2841771-2841970	96	RPS4Y1	plus	test
chrY:2841821-2842020	chrY	2841821-2842020	120	RPS4Y1	plus	test
chrY:2841871-2842070	chrY	2841871-2842070	85	RPS4Y1	plus	test
chrY:2841921-2842120	chrY	2841921-2842120	72	RPS4Y1	plus	test
chrY:2841971-2842170	chrY	2841971-2842170	90	RPS4Y1	plus	test
chrY:2842021-2842220	chrY	2842021-2842220	89	RPS4Y1	plus	test
chrY:2842071-2842270	chrY	2842071-2842270	115	RPS4Y1	plus	test
chrY:2842121-2842320	chrY	2842121-2842320	81	RPS4Y1	plus	test
chrY:2842171-2842370	chrY	2842171-2842370	107	RPS4Y1	plus	test
chrY:2842221-2842420	chrY	2842221-2842420	90	RPS4Y1	plus	test
chrY:2842271-2842470	chrY	2842271-2842470	107	RPS4Y1	plus	test
chrY:2842321-2842520	chrY	2842321-2842520	126	RPS4Y1	plus	test
chrY:2842371-2842570	chrY	2842371-2842570	107	RPS4Y1	plus	test
chrY:2842421-2842620	chrY	2842421-2842620	67	RPS4Y1	plus	test
chrY:2842471-2842670	chrY	2842471-2842670	81	RPS4Y1	plus	test
chrY:2842521-2842720	chrY	2842521-2842720	55	RPS4Y1	plus	test
chrY:2842571-2842770	chrY	2842571-2842770	64	RPS4Y1	plus	test
chrY:2842621-2842820	chrY	2842621-2842820	57	RPS4Y1	plus	test
chrY:2842671-2842870	chrY	2842671-2842870	70	RPS4Y1	plus	test
chrY:2842721-2842920	chrY	2842721-2842920	59	RPS4Y1	plus	test
chrY:2842771-2842970	chrY	2842771-2842970	95	RPS4Y1	plus	test
chrY:2934071-2934270	chrY	2934071-2934270	66	ZFY	plus	test
chrY:2934121-2934320	chrY	2934121-2934320	66	ZFY	plus	test
chrY:2934171-2934370	chrY	2934171-2934370	43	ZFY	plus	test
chrY:2934221-2934420	chrY	2934221-2934420	78	ZFY	plus	test
chrY:2934271-2934470	chrY	2934271-2934470	65	ZFY	plus	test
chrY:2934321-2934520	chrY	2934321-2934520	61	ZFY	plus	test
chrY:2934371-2934570	chrY	2934371-2934570	39	ZFY	plus	test
chrY:2934421-2934620	chrY	2934421-2934620	54	ZFY	plus	test
chrY:2934471-2934670	chrY	2934471-2934670	42	ZFY	plus	test
chrY:2934521-2934720	chrY	2934521-2934720	26	ZFY	plus	test
chrY:2934571-2934770	chrY	2934571-2934770	83	ZFY	plus	test
chrY:2934621-2934820	chrY	2934621-2934820	62	ZFY	plus	test
chrY:2934671-2934870	chrY	2934671-2934870	70	ZFY	plus	test
chrY:2934721-2934920	chrY	2934721-2934920	63	ZFY	plus	test
chrY:2934771-2934970	chrY	2934771-2934970	75	ZFY	plus	test
chrY:2934821-2935020	chrY	2934821-2935020	62	ZFY	plus	test
chrY:2934871-2935070	chrY	2934871-2935070	55	ZFY	plus	test
chrY:2934921-2935120	chrY	2934921-2935120	82	ZFY	plus	test
chrY:2934971-2935170	chrY	2934971-2935170	75	ZFY	plus	test
chrY:2935021-2935220	chrY	2935021-2935220	74	ZFY	plus	test
chrY:2935071-2935270	chrY	2935071-2935270	126	ZFY	plus	test
chrY:2935121-2935320	chrY	2935121-2935320	140	ZFY	plus	test
chrY:2935171-2935370	chrY	2935171-2935370	91	ZFY	plus	test
chrY:2935221-2935420	chrY	2935221-2935420	56	ZFY	plus	test
chrY:2935271-2935470	chrY	2935271-2935470	82	ZFY	plus	test
chrY:2935321-2935520	chrY	2935321-2935520	16	ZFY	plus	test
chrY:2935421-2935620	chrY	2935421-2935620	0	ZFY	plus	test
chrY:2935471-2935670	chrY	2935471-2935670	67	ZFY	plus	test
chrY:2935521-2935720	chrY	2935521-2935720	83	ZFY	plus	test
chrY:2935571-2935770	chrY	2935571-2935770	115	ZFY	plus	test
chrY:2935621-2935820	chrY	2935621-2935820	124	ZFY	plus	test
chrY:2935671-2935870	chrY	2935671-2935870	63	ZFY	plus	test
chrY:2935721-2935920	chrY	2935721-2935920	83	ZFY	plus	test
chrY:2935771-2935970	chrY	2935771-2935970	53	ZFY	plus	test
chrY:2935821-2936020	chrY	2935821-2936020	67	ZFY	plus	test
chrY:2935871-2936070	chrY	2935871-2936070	100	ZFY	plus	test
chrY:2935921-2936120	chrY	2935921-2936120	114	ZFY	plus	test
chrY:2935971-2936170	chrY	2935971-2936170	187	ZFY	plus	test
chrY:2936021-2936220	chrY	2936021-2936220	170	ZFY	plus	test
chrY:2936071-2936270	chrY	2936071-2936270	204	ZFY	plus	test
chrY:2936121-2936320	chrY	2936121-2936320	78	ZFY	plus	test
chrY:2936171-2936370	chrY	2936171-2936370	92	ZFY	plus	test
chrY:2936221-2936420	chrY	2936221-2936420	80	ZFY	plus	test
chrY:2936271-2936470	chrY	2936271-2936470	55	ZFY	plus	test
chrY:2936321-2936520	chrY	2936321-2936520	38	ZFY	plus	test
chrY:2936371-2936570	chrY	2936371-2936570	137	ZFY	plus	test
chrY:2936421-2936620	chrY	2936421-2936620	70	ZFY	plus	test
chrY:2936471-2936670	chrY	2936471-2936670	39	ZFY	plus	test
chrY:2936521-2936720	chrY	2936521-2936720	67	ZFY	plus	test
chrY:2936571-2936770	chrY	2936571-2936770	90	ZFY	plus	test
chrY:2936621-2936820	chrY	2936621-2936820	57	ZFY	plus	test
chrY:2936671-2936870	chrY	2936671-2936870	64	ZFY	plus	test
chrY:2936721-2936920	chrY	2936721-2936920	116	ZFY	plus	test
chrY:2936771-2936970	chrY	2936771-2936970	56	ZFY	plus	test
chrY:2936821-2937020	chrY	2936821-2937020	74	ZFY	plus	test
chrY:2936871-2937070	chrY	2936871-2937070	61	ZFY	plus	test
chrY:2936921-2937120	chrY	2936921-2937120	52	ZFY	plus	test
chrY:2936971-2937170	chrY	2936971-2937170	44	ZFY	plus	test
chrY:2937021-2937220	chrY	2937021-2937220	89	ZFY	plus	test
chrY:2937071-2937270	chrY	2937071-2937270	116	ZFY	plus	test
chrY:2937121-2937320	chrY	2937121-2937320	70	ZFY	plus	test
chrY:2937171-2937370	chrY	2937171-2937370	60	ZFY	plus	test
chrY:2937221-2937420	chrY	2937221-2937420	96	ZFY	plus	test
chrY:2937271-2937470	chrY	2937271-2937470	79	ZFY	plus	test
chrY:7272712-7272911	chrY	7272712-7272911	82	PRKY	plus	test
chrY:7272762-7272961	chrY	7272762-7272961	83	PRKY	plus	test
chrY:7272812-7273011	chrY	7272812-7273011	96	PRKY	plus	test
chrY:7272862-7273061	chrY	7272862-7273061	100	PRKY	plus	test
chrY:7272912-7273111	chrY	7272912-7273111	108	PRKY	plus	test
chrY:7272962-7273161	chrY	7272962-7273161	90	PRKY	plus	test
chrY:7273012-7273211	chrY	7273012-7273211	55	PRKY	plus	test
chrY:7273062-7273261	chrY	7273062-7273261	40	PRKY	plus	test
chrY:7273112-7273311	chrY	7273112-7273311	64	PRKY	plus	test
chrY:7273162-7273361	chrY	7273162-7273361	68	PRKY	plus	test
chrY:7273212-7273411	chrY	7273212-7273411	80	PRKY	plus	test
chrY:7273262-7273461	chrY	7273262-7273461	111	PRKY	plus	test
chrY:7273312-7273511	chrY	7273312-7273511	77	PRKY	plus	test
chrY:7273362-7273561	chrY	7273362-7273561	95	PRKY	plus	test
chrY:7273412-7273611	chrY	7273412-7273611	140	PRKY	plus	test
chrY:7273462-7273661	chrY	7273462-7273661	177	PRKY	plus	test
chrY:7273512-7273711	chrY	7273512-7273711	115	PRKY	plus	test
chrY:7273562-7273761	chrY	7273562-7273761	129	PRKY	plus	test
chrY:7273612-7273811	chrY	7273612-7273811	114	PRKY	plus	test
chrY:7273662-7273861	chrY	7273662-7273861	96	PRKY	plus	test
chrY:7273762-7273961	chrY	7273762-7273961	1	PRKY	plus	test
chrY:7273912-7274111	chrY	7273912-7274111	56	PRKY	plus	test
chrY:7273962-7274161	chrY	7273962-7274161	136	PRKY	plus	test
chrY:7274012-7274211	chrY	7274012-7274211	119	PRKY	plus	test
chrY:7274062-7274261	chrY	7274062-7274261	124	PRKY	plus	test
chrY:7274112-7274311	chrY	7274112-7274311	1	PRKY	plus	test
chrY:7274412-7274611	chrY	7274412-7274611	63	PRKY	plus	test
chrY:7274462-7274661	chrY	7274462-7274661	47	PRKY	plus	test
chrY:7274512-7274711	chrY	7274512-7274711	91	PRKY	plus	test
chrY:7274562-7274761	chrY	7274562-7274761	79	PRKY	plus	test
chrY:7274612-7274811	chrY	7274612-7274811	89	PRKY	plus	test
chrY:7274662-7274861	chrY	7274662-7274861	74	PRKY	plus	test
chrY:7274712-7274911	chrY	7274712-7274911	123	PRKY	plus	test
chrY:7274762-7274961	chrY	7274762-7274961	91	PRKY	plus	test
chrY:7274812-7275011	chrY	7274812-7275011	105	PRKY	plus	test
chrY:7274862-7275061	chrY	7274862-7275061	125	PRKY	plus	test
chrY:7274912-7275111	chrY	7274912-7275111	162	PRKY	plus	test
chrY:7274962-7275161	chrY	7274962-7275161	31	PRKY	plus	test
chrY:7275012-7275211	chrY	7275012-7275211	137	PRKY	plus	test
chrY:7275062-7275261	chrY	7275062-7275261	120	PRKY	plus	test
chrY:7275112-7275311	chrY	7275112-7275311	77	PRKY	plus	test
chrY:7275162-7275361	chrY	7275162-7275361	24	PRKY	plus	test
chrY:7275212-7275411	chrY	7275212-7275411	85	PRKY	plus	test
chrY:7275262-7275461	chrY	7275262-7275461	66	PRKY	plus	test
chrY:7275312-7275511	chrY	7275312-7275511	63	PRKY	plus	test
chrY:7275362-7275561	chrY	7275362-7275561	67	PRKY	plus	test
chrY:7275412-7275611	chrY	7275412-7275611	118	PRKY	plus	test
chrY:7275462-7275661	chrY	7275462-7275661	143	PRKY	plus	test
chrY:7275512-7275711	chrY	7275512-7275711	160	PRKY	plus	test
chrY:7275562-7275761	chrY	7275562-7275761	202	PRKY	plus	test
chrY:7275612-7275811	chrY	7275612-7275811	242	PRKY	plus	test
chrY:7275662-7275861	chrY	7275662-7275861	120	PRKY	plus	test
chrY:7275712-7275911	chrY	7275712-7275911	88	PRKY	plus	test
chrY:7275762-7275961	chrY	7275762-7275961	115	PRKY	plus	test
chrY:7275812-7276011	chrY	7275812-7276011	63	PRKY	plus	test
chrY:7275862-7276061	chrY	7275862-7276061	84	PRKY	plus	test
chrY:7275912-7276111	chrY	7275912-7276111	89	PRKY	plus	test
chrY:7275962-7276161	chrY	7275962-7276161	67	PRKY	plus	test
chrY:7276012-7276211	chrY	7276012-7276211	96	PRKY	plus	test
chrY:7276062-7276261	chrY	7276062-7276261	112	PRKY	plus	test
chrY:7276112-7276311	chrY	7276112-7276311	80	PRKY	plus	test
chrY:7276162-7276361	chrY	7276162-7276361	81	PRKY	plus	test
chrY:7276212-7276411	chrY	7276212-7276411	98	PRKY	plus	test
chrY:7276262-7276461	chrY	7276262-7276461	117	PRKY	plus	test
chrX:12974281-12974480	chrX	12974281-12974480	70	TMSB4X	plus	test
chrX:12974331-12974530	chrX	12974331-12974530	80	TMSB4X	plus	test
chrX:12974381-12974580	chrX	12974381-12974580	101	TMSB4X	plus	test
chrX:12974431-12974630	chrX	12974431-12974630	48	TMSB4X	plus	test
chrX:12974481-12974680	chrX	12974481-12974680	58	TMSB4X	plus	test
chrX:12974531-12974730	chrX	12974531-12974730	68	TMSB4X	plus	test
chrX:12974581-12974780	chrX	12974581-12974780	55	TMSB4X	plus	test
chrX:12974631-12974830	chrX	12974631-12974830	81	TMSB4X	plus	test
chrX:12974681-12974880	chrX	12974681-12974880	51	TMSB4X	plus	test
chrX:12974731-12974930	chrX	12974731-12974930	109	TMSB4X	plus	test
chrX:12974781-12974980	chrX	12974781-12974980	92	TMSB4X	plus	test
chrX:12974831-12975030	chrX	12974831-12975030	94	TMSB4X	plus	test
chrX:12974881-12975080	chrX	12974881-12975080	67	TMSB4X	plus	test
chrX:12974931-12975130	chrX	12974931-12975130	70	TMSB4X	plus	test
chrX:12974981-12975180	chrX	12974981-12975180	110	TMSB4X	plus	test
chrX:12975031-12975230	chrX	12975031-12975230	181	TMSB4X	plus	test
chrX:12975081-12975280	chrX	12975081-12975280	138	TMSB4X	plus	test
chrX:12975131-12975330	chrX	12975131-12975330	121	TMSB4X	plus	test
chrX:12975181-12975380	chrX	12975181-12975380	65	TMSB4X	plus	test
chrX:12975231-12975430	chrX	12975231-12975430	68	TMSB4X	plus	test
chrX:12975281-12975480	chrX	12975281-12975480	90	TMSB4X	plus	test
chrX:12975331-12975530	chrX	12975331-12975530	119	TMSB4X	plus	test
chrX:12975381-12975580	chrX	12975381-12975580	101	TMSB4X	plus	test
